Participant_ID,Cycle_Phase,Craving_Type,Craved_Food_Item,Craving_Intensity,Craving_Frequency,Preferred_Action_When_Craving
P1720,Follicular,Salty,Nuts,10,Sometimes,Watch Movie
P1721,Menstrual,Sweet,Ice Cream,3,Often,Go Out
P1722,Follicular,None,None,1,Often,Rest
P1723,Ovulation,Sweet,Candy,5,Often,Eat
P1724,Ovulation,Sweet,Cookies,8,Often,Rest
P1725,Ovulation,Spicy,Pizza,6,Sometimes,Eat
P1726,Ovulation,Salty,Chips,8,Always,Watch Movie
P1727,Luteal,Spicy,Tacos,7,Sometimes,Eat
P1728,Follicular,Sweet,Chocolate,2,Always,Rest
P1729,Ovulation,Sweet,Cookies,8,Rare,Eat
P1730,Ovulation,Sweet,Ice Cream,4,Always,Go Out
P1731,Ovulation,None,None,5,Often,Rest
P1732,Luteal,Salty,Nuts,8,Often,Watch Movie
P1733,Follicular,Spicy,Pizza,5,Always,Watch Movie
P1734,Ovulation,Salty,Popcorn,5,Often,Rest
P1735,Follicular,Salty,Chips,6,Often,Eat
P1736,Luteal,Fatty,Fries,7,Always,Go Out
P1737,Follicular,Sweet,Candy,9,Often,Rest
P1738,Luteal,Salty,Popcorn,7,Sometimes,Rest
P1739,Luteal,Sweet,Chocolate,6,Sometimes,Rest
P1740,Follicular,Sweet,Candy,10,Always,Go Out
P1741,Menstrual,Salty,Popcorn,4,Often,Watch Movie
P1742,Follicular,Fatty,Fries,10,Sometimes,Rest
P1743,Follicular,Salty,Nuts,2,Often,Watch Movie
P1744,Follicular,Salty,Nuts,9,Always,Eat
P1745,Luteal,Sweet,Chocolate,10,Sometimes,Rest
P1746,Menstrual,Sweet,Chocolate,5,Sometimes,Watch Movie
P1747,Ovulation,Spicy,Tacos,5,Often,Rest
P1748,Follicular,Sweet,Cake,3,Often,Rest
P1749,Menstrual,Sweet,Chocolate,3,Sometimes,Go Out
P1750,Ovulation,None,None,1,Sometimes,Watch Movie
P1751,Menstrual,Sweet,Chocolate,5,Often,Rest
P1752,Luteal,Fatty,Fries,3,Always,Watch Movie
P1753,Luteal,Salty,Popcorn,2,Sometimes,Watch Movie
P1754,Ovulation,Spicy,Tacos,9,Sometimes,Watch Movie
P1755,Luteal,Salty,Popcorn,10,Rare,Rest
P1756,Menstrual,Sweet,Ice Cream,6,Rare,Rest
P1757,Ovulation,None,None,3,Always,Go Out
P1758,Menstrual,Salty,Popcorn,7,Often,Watch Movie
P1759,Ovulation,Fatty,Burger,9,Always,Go Out
P1760,Luteal,Sweet,Ice Cream,9,Always,Rest
P1761,Luteal,Fatty,Burger,1,Sometimes,Watch Movie
P1762,Ovulation,Spicy,Tacos,2,Sometimes,Go Out
P1763,Menstrual,None,None,8,Always,Watch Movie
P1764,Luteal,Sweet,Chocolate,1,Sometimes,Eat
P1765,Follicular,Sweet,Ice Cream,3,Sometimes,Rest
P1766,Luteal,None,None,7,Often,Rest
P1767,Luteal,Sweet,Cookies,8,Sometimes,Rest
P1768,Ovulation,Sweet,Candy,5,Always,Eat
P1769,Ovulation,Salty,Nuts,2,Always,Rest
P1770,Ovulation,Sweet,Ice Cream,3,Always,Rest
P1771,Ovulation,Fatty,Fries,9,Sometimes,Watch Movie
P1772,Follicular,Salty,Chips,10,Sometimes,Watch Movie
P1773,Ovulation,Sweet,Chocolate,7,Sometimes,Watch Movie
P1774,Follicular,Sweet,Cake,1,Often,Go Out
P1775,Menstrual,Sweet,Cookies,3,Sometimes,Eat
P1776,Menstrual,Sweet,Cake,9,Often,Watch Movie
P1777,Ovulation,Spicy,Spicy Snacks,7,Often,Go Out
P1778,Menstrual,Sweet,Cookies,2,Rare,Eat
P1779,Menstrual,None,None,6,Always,Rest
P1780,Ovulation,Sweet,Cake,9,Rare,Eat
P1781,Menstrual,Salty,Nuts,4,Often,Rest
P1782,Ovulation,Fatty,Cheese,10,Often,Rest
P1783,Follicular,Sweet,Cake,2,Sometimes,Go Out
P1784,Ovulation,Salty,Chips,3,Sometimes,Go Out
P1785,Ovulation,None,None,7,Always,Eat
P1786,Follicular,Salty,Popcorn,4,Always,Watch Movie
P1787,Luteal,Sweet,Chocolate,7,Always,Rest
P1788,Luteal,Sweet,Chocolate,5,Always,Eat
P1789,Ovulation,Sweet,Cake,8,Always,Go Out
P1790,Menstrual,Salty,Popcorn,8,Sometimes,Rest
P1791,Follicular,Salty,Popcorn,5,Often,Eat
P1792,Ovulation,None,None,7,Often,Eat
P1793,Ovulation,Salty,Nuts,6,Rare,Watch Movie
P1794,Menstrual,Sweet,Cake,8,Rare,Eat
P1795,Follicular,Salty,Chips,9,Often,Watch Movie
P1796,Luteal,Spicy,Spicy Snacks,5,Always,Watch Movie
P1797,Ovulation,Sweet,Cookies,7,Often,Watch Movie
P1798,Follicular,Sweet,Cake,1,Always,Watch Movie
P1799,Ovulation,Salty,Chips,8,Rare,Rest
P1800,Luteal,Salty,Popcorn,3,Often,Rest
P1801,Ovulation,Sweet,Cookies,1,Often,Watch Movie
P1802,Ovulation,None,None,6,Sometimes,Eat
P1803,Follicular,Sweet,Chocolate,8,Sometimes,Go Out
P1804,Menstrual,Salty,Popcorn,3,Sometimes,Eat
P1805,Luteal,Sweet,Cake,1,Sometimes,Rest
P1806,Menstrual,Salty,Chips,3,Often,Go Out
P1807,Follicular,Salty,Chips,5,Rare,Rest
P1808,Menstrual,Sweet,Cake,8,Sometimes,Eat
P1809,Luteal,Salty,Nuts,9,Always,Rest
P1810,Ovulation,Sweet,Chocolate,9,Sometimes,Eat
P1811,Menstrual,Spicy,Spicy Snacks,4,Often,Go Out
P1812,Ovulation,Spicy,Tacos,8,Often,Watch Movie
P1813,Ovulation,Sweet,Chocolate,5,Sometimes,Rest
P1814,Menstrual,Spicy,Tacos,3,Sometimes,Go Out
P1815,Menstrual,Sweet,Cookies,5,Rare,Go Out
P1816,Luteal,Sweet,Ice Cream,2,Often,Eat
P1817,Ovulation,Sweet,Chocolate,6,Often,Watch Movie
P1818,Ovulation,Spicy,Spicy Snacks,1,Often,Go Out
P1819,Ovulation,Salty,Nuts,6,Rare,Eat
P1820,Follicular,None,None,5,Often,Eat
P1821,Menstrual,Sweet,Chocolate,9,Always,Watch Movie
P1822,Ovulation,Fatty,Cheese,7,Sometimes,Go Out
P1823,Ovulation,Spicy,Pizza,6,Sometimes,Go Out
P1824,Ovulation,Sweet,Cookies,7,Often,Rest
P1825,Menstrual,None,None,10,Often,Rest
P1826,Ovulation,Sweet,Cookies,5,Sometimes,Eat
P1827,Luteal,Salty,Nuts,1,Always,Watch Movie
P1828,Luteal,Sweet,Candy,9,Sometimes,Go Out
P1829,Luteal,Salty,Nuts,5,Sometimes,Go Out
P1830,Ovulation,Salty,Popcorn,4,Always,Go Out
P1831,Menstrual,Salty,Popcorn,6,Always,Eat
P1832,Follicular,Sweet,Chocolate,5,Rare,Eat
P1833,Ovulation,Spicy,Tacos,1,Always,Watch Movie
P1834,Menstrual,Sweet,Chocolate,2,Often,Watch Movie
P1835,Ovulation,Sweet,Cookies,4,Always,Watch Movie
P1836,Menstrual,Sweet,Ice Cream,8,Often,Watch Movie
P1837,Menstrual,Salty,Chips,5,Often,Rest
P1838,Follicular,Sweet,Cake,7,Often,Eat
P1839,Menstrual,None,None,2,Often,Go Out
P1840,Menstrual,Sweet,Cookies,8,Often,Rest
P1841,Luteal,Fatty,Fries,5,Often,Go Out
P1842,Ovulation,Spicy,Spicy Snacks,4,Often,Go Out
P1843,Menstrual,None,None,9,Often,Rest
P1844,Ovulation,Fatty,Fries,6,Sometimes,Watch Movie
P1845,Follicular,Fatty,Fries,4,Always,Go Out
P1846,Luteal,Salty,Chips,8,Often,Go Out
P1847,Luteal,Sweet,Cake,3,Sometimes,Watch Movie
P1848,Ovulation,Salty,Popcorn,10,Always,Watch Movie
P1849,Luteal,Spicy,Pizza,2,Always,Rest
P1850,Menstrual,Fatty,Fries,7,Often,Watch Movie
P1851,Menstrual,Sweet,Ice Cream,4,Sometimes,Eat
P1852,Follicular,Spicy,Spicy Snacks,4,Sometimes,Eat
P1853,Menstrual,Fatty,Burger,10,Often,Go Out
P1854,Follicular,Sweet,Cookies,9,Always,Eat
P1855,Follicular,Fatty,Burger,2,Sometimes,Watch Movie
P1856,Menstrual,None,None,1,Sometimes,Rest
P1857,Follicular,Sweet,Candy,7,Sometimes,Go Out
P1858,Menstrual,Sweet,Candy,8,Rare,Rest
P1859,Ovulation,Sweet,Ice Cream,3,Rare,Go Out
P1860,Ovulation,Spicy,Tacos,2,Always,Watch Movie
P1861,Follicular,Salty,Nuts,4,Always,Go Out
P1862,Follicular,Sweet,Candy,2,Often,Eat
P1863,Luteal,Salty,Popcorn,2,Sometimes,Watch Movie
P1864,Ovulation,Sweet,Candy,5,Often,Watch Movie
P1865,Luteal,Sweet,Cake,10,Sometimes,Watch Movie
P1866,Luteal,Salty,Popcorn,5,Sometimes,Eat
P1867,Follicular,Salty,Nuts,8,Always,Watch Movie
P1868,Luteal,Sweet,Cake,9,Often,Rest
P1869,Menstrual,None,None,2,Sometimes,Rest
P1870,Follicular,Sweet,Candy,1,Always,Watch Movie
P1871,Luteal,Sweet,Chocolate,3,Always,Eat
P1872,Luteal,Spicy,Tacos,6,Always,Rest
P1873,Follicular,Fatty,Fries,5,Rare,Go Out
P1874,Luteal,Sweet,Cookies,8,Often,Eat
P1875,Ovulation,Sweet,Candy,8,Always,Watch Movie
P1876,Follicular,Spicy,Tacos,2,Sometimes,Eat
P1877,Luteal,Sweet,Chocolate,9,Often,Eat
P1878,Ovulation,Fatty,Fries,4,Often,Watch Movie
P1879,Ovulation,Sweet,Chocolate,1,Sometimes,Go Out
P1880,Luteal,None,None,2,Sometimes,Go Out
P1881,Menstrual,Salty,Popcorn,6,Often,Eat
P1882,Follicular,Sweet,Chocolate,5,Often,Watch Movie
P1883,Luteal,Sweet,Ice Cream,7,Always,Eat
P1884,Luteal,Fatty,Fries,9,Sometimes,Go Out
P1885,Menstrual,Fatty,Burger,6,Sometimes,Go Out
P1886,Ovulation,Sweet,Cookies,6,Sometimes,Rest
P1887,Follicular,None,None,2,Rare,Eat
P1888,Luteal,Sweet,Cookies,7,Often,Go Out
P1889,Luteal,None,None,2,Often,Watch Movie
P1890,Follicular,Salty,Chips,7,Always,Watch Movie
P1891,Luteal,Salty,Chips,8,Often,Rest
P1892,Menstrual,Salty,Popcorn,1,Sometimes,Go Out
P1893,Ovulation,None,None,9,Sometimes,Go Out
P1894,Luteal,Sweet,Chocolate,8,Always,Go Out
P1895,Ovulation,Sweet,Candy,9,Sometimes,Eat
P1896,Ovulation,Spicy,Pizza,5,Often,Go Out
P1897,Luteal,Salty,Nuts,4,Sometimes,Watch Movie
P1898,Ovulation,None,None,1,Often,Go Out
P1899,Menstrual,Salty,Chips,9,Always,Go Out
P1900,Follicular,Salty,Chips,4,Often,Watch Movie
P1901,Follicular,Fatty,Cheese,4,Often,Go Out
P1902,Menstrual,Sweet,Candy,4,Always,Watch Movie
P1903,Menstrual,Salty,Chips,2,Always,Watch Movie
P1904,Menstrual,Spicy,Pizza,4,Sometimes,Rest
P1905,Luteal,Salty,Popcorn,2,Sometimes,Eat
P1906,Menstrual,Fatty,Cheese,8,Sometimes,Go Out
P1907,Menstrual,Fatty,Cheese,7,Often,Go Out
P1908,Menstrual,None,None,10,Always,Go Out
P1909,Ovulation,Salty,Nuts,2,Rare,Eat
P1910,Luteal,None,None,2,Rare,Eat
P1911,Follicular,Sweet,Chocolate,2,Sometimes,Eat
P1912,Luteal,Salty,Popcorn,1,Sometimes,Watch Movie
P1913,Luteal,Salty,Chips,6,Sometimes,Go Out
P1914,Menstrual,Sweet,Chocolate,6,Often,Watch Movie
P1915,Luteal,Spicy,Pizza,1,Always,Watch Movie
P1916,Ovulation,Salty,Nuts,1,Often,Rest
P1917,Follicular,Sweet,Cookies,6,Always,Eat
P1918,Follicular,Salty,Nuts,6,Sometimes,Watch Movie
P1919,Menstrual,Sweet,Cake,4,Sometimes,Eat
P1920,Ovulation,Sweet,Candy,3,Sometimes,Eat
P1921,Menstrual,Salty,Popcorn,9,Often,Watch Movie
P1922,Ovulation,Salty,Popcorn,6,Rare,Eat
P1923,Menstrual,Salty,Chips,1,Sometimes,Watch Movie
P1924,Ovulation,Fatty,Burger,3,Always,Rest
P1925,Luteal,None,None,1,Always,Rest
P1926,Follicular,None,None,3,Always,Go Out
P1927,Luteal,Fatty,Fries,2,Sometimes,Go Out
P1928,Luteal,Fatty,Fries,5,Always,Rest
P1929,Menstrual,Spicy,Spicy Snacks,3,Often,Eat
P1930,Ovulation,Sweet,Candy,7,Rare,Go Out
P1931,Menstrual,None,None,8,Sometimes,Eat
P1932,Menstrual,Spicy,Pizza,7,Often,Watch Movie
P1933,Luteal,Salty,Chips,2,Rare,Go Out
P1934,Luteal,Sweet,Chocolate,10,Sometimes,Go Out
P1935,Luteal,Sweet,Cake,10,Sometimes,Eat
P1936,Follicular,None,None,7,Always,Rest
P1937,Ovulation,Fatty,Fries,10,Often,Go Out
P1938,Luteal,Spicy,Spicy Snacks,3,Sometimes,Rest
P1939,Follicular,None,None,7,Sometimes,Rest
P1940,Menstrual,Spicy,Tacos,1,Often,Rest
P1941,Luteal,Spicy,Pizza,2,Often,Go Out
P1942,Menstrual,Sweet,Cake,10,Always,Eat
P1943,Luteal,Salty,Popcorn,1,Often,Eat
P1944,Menstrual,Sweet,Chocolate,9,Rare,Rest
P1945,Ovulation,Sweet,Cookies,2,Often,Rest
P1946,Luteal,None,None,2,Often,Rest
P1947,Menstrual,Salty,Chips,6,Often,Go Out
P1948,Menstrual,Sweet,Cookies,7,Often,Eat
P1949,Follicular,Salty,Chips,2,Often,Rest
P1950,Menstrual,Sweet,Ice Cream,4,Often,Go Out
P1951,Follicular,Sweet,Cake,3,Often,Eat
P1952,Menstrual,Sweet,Cake,5,Often,Eat
P1953,Luteal,Spicy,Spicy Snacks,9,Often,Rest
P1954,Menstrual,Spicy,Spicy Snacks,2,Always,Watch Movie
P1955,Luteal,Spicy,Spicy Snacks,5,Often,Eat
P1956,Luteal,Salty,Nuts,8,Sometimes,Go Out
P1957,Menstrual,Sweet,Candy,6,Often,Go Out
P1958,Follicular,Salty,Nuts,4,Rare,Watch Movie
P1959,Menstrual,Sweet,Candy,10,Often,Watch Movie
P1960,Ovulation,Salty,Popcorn,8,Always,Rest
P1961,Luteal,Fatty,Cheese,3,Always,Eat
P1962,Luteal,None,None,4,Often,Go Out
P1963,Luteal,None,None,9,Sometimes,Go Out
P1964,Luteal,Salty,Popcorn,5,Rare,Go Out
P1965,Menstrual,Sweet,Ice Cream,6,Often,Rest
P1966,Luteal,Spicy,Spicy Snacks,2,Sometimes,Go Out
P1967,Menstrual,Salty,Popcorn,9,Sometimes,Watch Movie
P1968,Follicular,Spicy,Spicy Snacks,8,Often,Eat
P1969,Menstrual,Salty,Nuts,7,Rare,Rest
P1970,Follicular,Fatty,Burger,9,Always,Rest
P1971,Luteal,Salty,Nuts,5,Often,Eat
P1972,Follicular,Spicy,Pizza,5,Always,Eat
P1973,Ovulation,None,None,9,Sometimes,Go Out
P1974,Luteal,Spicy,Spicy Snacks,5,Rare,Rest
P1975,Ovulation,Sweet,Cookies,9,Often,Eat
P1976,Follicular,Salty,Nuts,1,Always,Go Out
P1977,Luteal,Spicy,Spicy Snacks,10,Often,Eat
P1978,Menstrual,Fatty,Cheese,10,Often,Watch Movie
P1979,Luteal,Spicy,Pizza,8,Often,Rest
P1980,Ovulation,Fatty,Burger,3,Always,Rest
P1981,Luteal,Sweet,Chocolate,8,Sometimes,Go Out
P1982,Ovulation,Spicy,Tacos,5,Often,Eat
P1983,Menstrual,Sweet,Cookies,2,Always,Eat
P1984,Ovulation,Spicy,Spicy Snacks,9,Sometimes,Go Out
P1985,Ovulation,Sweet,Cookies,4,Sometimes,Go Out
P1986,Follicular,Salty,Popcorn,7,Sometimes,Rest
P1987,Follicular,Fatty,Burger,8,Always,Eat
P1988,Luteal,None,None,7,Often,Rest
P1989,Follicular,Sweet,Candy,6,Always,Eat
P1990,Ovulation,Salty,Popcorn,7,Always,Go Out
P1991,Menstrual,Spicy,Tacos,4,Often,Watch Movie
P1992,Luteal,Sweet,Cookies,10,Sometimes,Watch Movie
P1993,Luteal,Sweet,Cookies,1,Sometimes,Rest
P1994,Follicular,Sweet,Ice Cream,5,Always,Watch Movie
P1995,Menstrual,Sweet,Candy,8,Often,Go Out
P1996,Luteal,Spicy,Tacos,10,Often,Eat
P1997,Follicular,Salty,Popcorn,6,Often,Eat
P1998,Menstrual,Sweet,Ice Cream,5,Often,Eat
P1999,Luteal,Sweet,Cake,2,Often,Eat
P2000,Follicular,Sweet,Candy,10,Sometimes,Rest
P2001,Luteal,Sweet,Cake,5,Sometimes,Rest
P2002,Menstrual,Sweet,Cake,10,Often,Watch Movie
P2003,Follicular,Salty,Popcorn,3,Sometimes,Watch Movie
P2004,Follicular,Sweet,Cookies,2,Often,Watch Movie
P2005,Ovulation,None,None,3,Often,Rest
P2006,Ovulation,Salty,Chips,4,Often,Watch Movie
P2007,Follicular,None,None,2,Sometimes,Watch Movie
P2008,Ovulation,None,None,4,Sometimes,Go Out
P2009,Luteal,Sweet,Cake,4,Sometimes,Go Out
P2010,Luteal,Salty,Nuts,6,Often,Go Out
P2011,Follicular,Fatty,Cheese,5,Sometimes,Eat
P2012,Follicular,Fatty,Cheese,7,Always,Rest
P2013,Luteal,Sweet,Cake,7,Often,Eat
P2014,Menstrual,None,None,3,Often,Eat
P2015,Follicular,Spicy,Tacos,9,Rare,Rest
P2016,Menstrual,Sweet,Chocolate,7,Always,Eat
P2017,Luteal,Sweet,Candy,7,Often,Eat
P2018,Luteal,Salty,Nuts,2,Rare,Rest
P2019,Follicular,Salty,Popcorn,10,Sometimes,Go Out
P2020,Menstrual,Sweet,Cake,3,Always,Go Out
P2021,Menstrual,Fatty,Burger,3,Sometimes,Watch Movie
P2022,Menstrual,Spicy,Tacos,6,Always,Go Out
P2023,Follicular,Salty,Chips,4,Often,Eat
P2024,Ovulation,Fatty,Fries,4,Sometimes,Rest
P2025,Luteal,Salty,Chips,1,Often,Eat
P2026,Follicular,Salty,Popcorn,6,Often,Go Out
P2027,Follicular,Sweet,Ice Cream,8,Often,Rest
P2028,Luteal,Salty,Nuts,8,Rare,Rest
P2029,Ovulation,Spicy,Tacos,8,Rare,Rest
P2030,Menstrual,Salty,Chips,5,Often,Go Out
P2031,Ovulation,None,None,10,Often,Eat
P2032,Follicular,Salty,Popcorn,6,Sometimes,Go Out
P2033,Menstrual,None,None,5,Rare,Go Out
P2034,Luteal,Salty,Popcorn,4,Sometimes,Go Out
P2035,Follicular,Sweet,Cookies,4,Sometimes,Eat
P2036,Follicular,Salty,Nuts,4,Often,Eat
P2037,Ovulation,Sweet,Cookies,4,Often,Rest
P2038,Ovulation,Sweet,Cake,6,Sometimes,Rest
P2039,Luteal,Sweet,Cookies,6,Always,Watch Movie
P2040,Luteal,Salty,Chips,5,Always,Eat
P2041,Follicular,None,None,9,Always,Watch Movie
P2042,Menstrual,Salty,Chips,8,Rare,Watch Movie
P2043,Ovulation,Sweet,Cake,10,Often,Watch Movie
P2044,Ovulation,None,None,6,Rare,Watch Movie
P2045,Ovulation,Salty,Nuts,9,Often,Go Out
P2046,Follicular,Salty,Nuts,5,Always,Rest
P2047,Follicular,Sweet,Cookies,10,Always,Rest
P2048,Luteal,None,None,4,Often,Watch Movie
P2049,Follicular,Fatty,Cheese,6,Often,Go Out
P2050,Luteal,Sweet,Ice Cream,4,Often,Rest
P2051,Menstrual,Fatty,Fries,8,Often,Watch Movie
P2052,Luteal,Sweet,Candy,7,Sometimes,Go Out
P2053,Menstrual,Spicy,Spicy Snacks,5,Often,Go Out
P2054,Ovulation,Spicy,Pizza,10,Often,Rest
P2055,Ovulation,Fatty,Burger,6,Often,Eat
P2056,Menstrual,Salty,Popcorn,7,Often,Watch Movie
P2057,Luteal,Spicy,Spicy Snacks,2,Often,Watch Movie
P2058,Ovulation,Sweet,Cookies,9,Often,Rest
P2059,Luteal,Sweet,Cake,7,Sometimes,Watch Movie
P2060,Follicular,Sweet,Ice Cream,8,Always,Rest
P2061,Ovulation,Sweet,Candy,5,Always,Rest
P2062,Ovulation,Fatty,Fries,3,Always,Go Out
P2063,Menstrual,Spicy,Spicy Snacks,2,Sometimes,Go Out
P2064,Menstrual,Spicy,Pizza,2,Often,Watch Movie
P2065,Luteal,Spicy,Spicy Snacks,3,Always,Watch Movie
P2066,Menstrual,Salty,Nuts,1,Often,Rest
P2067,Follicular,Sweet,Chocolate,1,Often,Eat
P2068,Follicular,Salty,Popcorn,7,Sometimes,Eat
P2069,Follicular,Sweet,Ice Cream,10,Sometimes,Go Out
P2070,Follicular,Sweet,Candy,8,Always,Rest
P2071,Luteal,Salty,Chips,6,Often,Rest
P2072,Ovulation,Sweet,Cookies,7,Sometimes,Rest
P2073,Luteal,Salty,Nuts,1,Sometimes,Eat
P2074,Follicular,Sweet,Chocolate,1,Always,Go Out
P2075,Ovulation,Sweet,Ice Cream,9,Sometimes,Eat
P2076,Ovulation,Salty,Nuts,5,Rare,Go Out
P2077,Menstrual,Sweet,Candy,7,Sometimes,Watch Movie
P2078,Luteal,Salty,Chips,6,Rare,Eat
P2079,Menstrual,Sweet,Candy,4,Sometimes,Watch Movie
P2080,Follicular,None,None,1,Often,Go Out
P2081,Follicular,Sweet,Ice Cream,4,Sometimes,Rest
P2082,Menstrual,Sweet,Cookies,10,Often,Watch Movie
P2083,Follicular,Sweet,Cake,10,Sometimes,Rest
P2084,Follicular,Fatty,Cheese,8,Often,Eat
P2085,Ovulation,Spicy,Tacos,1,Always,Watch Movie
P2086,Luteal,None,None,2,Rare,Go Out
P2087,Follicular,Sweet,Chocolate,8,Often,Go Out
P2088,Ovulation,Sweet,Candy,2,Often,Watch Movie
P2089,Luteal,Salty,Popcorn,10,Sometimes,Rest
P2090,Follicular,Sweet,Cookies,9,Often,Rest
P2091,Menstrual,Spicy,Tacos,3,Always,Rest
P2092,Menstrual,Salty,Nuts,3,Always,Go Out
P2093,Menstrual,Spicy,Spicy Snacks,6,Often,Rest
P2094,Ovulation,Sweet,Cake,3,Often,Rest
P2095,Luteal,Sweet,Chocolate,9,Sometimes,Go Out
P2096,Menstrual,Sweet,Cake,8,Often,Go Out
P2097,Ovulation,Sweet,Cookies,4,Always,Go Out
P2098,Menstrual,Salty,Chips,6,Sometimes,Go Out
P2099,Menstrual,Sweet,Chocolate,8,Rare,Go Out
P2100,Follicular,Sweet,Ice Cream,4,Rare,Watch Movie
P2101,Ovulation,Spicy,Tacos,5,Sometimes,Watch Movie
P2102,Ovulation,Salty,Popcorn,7,Always,Rest
P2103,Luteal,Spicy,Tacos,8,Always,Watch Movie
P2104,Ovulation,Sweet,Candy,7,Sometimes,Go Out
P2105,Luteal,Sweet,Ice Cream,8,Sometimes,Watch Movie
P2106,Menstrual,Fatty,Cheese,4,Often,Rest
P2107,Menstrual,Sweet,Ice Cream,1,Often,Watch Movie
P2108,Luteal,Sweet,Cookies,6,Always,Go Out
P2109,Follicular,None,None,5,Often,Watch Movie
P2110,Follicular,Salty,Nuts,4,Often,Rest
P2111,Follicular,Sweet,Candy,2,Always,Watch Movie
P2112,Ovulation,Spicy,Spicy Snacks,1,Rare,Watch Movie
P2113,Ovulation,Sweet,Cookies,9,Often,Eat
P2114,Ovulation,Fatty,Cheese,2,Always,Go Out
P2115,Menstrual,Salty,Nuts,9,Always,Rest
P2116,Luteal,Spicy,Pizza,6,Sometimes,Go Out
P2117,Follicular,None,None,6,Often,Eat
P2118,Menstrual,Sweet,Cake,2,Often,Watch Movie
P2119,Ovulation,Spicy,Spicy Snacks,6,Sometimes,Eat
P2120,Ovulation,Sweet,Chocolate,3,Rare,Rest
P2121,Follicular,Sweet,Candy,7,Rare,Go Out
P2122,Follicular,Salty,Nuts,10,Often,Eat
P2123,Ovulation,Sweet,Ice Cream,4,Often,Go Out
P2124,Luteal,Spicy,Spicy Snacks,9,Often,Rest
P2125,Luteal,Fatty,Fries,5,Often,Eat
P2126,Luteal,Fatty,Cheese,10,Often,Rest
P2127,Luteal,None,None,3,Sometimes,Go Out
P2128,Menstrual,None,None,1,Always,Watch Movie
P2129,Menstrual,Sweet,Chocolate,1,Often,Rest
P2130,Menstrual,Spicy,Spicy Snacks,4,Often,Go Out
P2131,Ovulation,Sweet,Ice Cream,10,Always,Rest
P2132,Follicular,Sweet,Ice Cream,10,Sometimes,Go Out
P2133,Menstrual,Sweet,Candy,4,Sometimes,Watch Movie
P2134,Luteal,Sweet,Cake,9,Always,Go Out
P2135,Luteal,Sweet,Ice Cream,8,Rare,Watch Movie
P2136,Menstrual,Sweet,Candy,4,Sometimes,Watch Movie
P2137,Follicular,Fatty,Burger,6,Often,Eat
P2138,Menstrual,None,None,7,Always,Eat
P2139,Luteal,Sweet,Chocolate,10,Often,Rest
P2140,Menstrual,Sweet,Ice Cream,8,Often,Rest
P2141,Follicular,Spicy,Pizza,4,Often,Watch Movie
P2142,Ovulation,Sweet,Cake,1,Always,Rest
P2143,Ovulation,Sweet,Ice Cream,5,Rare,Eat
P2144,Follicular,Fatty,Fries,1,Sometimes,Go Out
P2145,Ovulation,Sweet,Candy,4,Always,Watch Movie
P2146,Menstrual,Spicy,Tacos,7,Sometimes,Eat
P2147,Menstrual,Sweet,Cake,7,Always,Watch Movie
P2148,Menstrual,Sweet,Cookies,1,Sometimes,Rest
P2149,Menstrual,Spicy,Pizza,9,Rare,Eat
P2150,Menstrual,Fatty,Cheese,2,Often,Eat
P2151,Follicular,Spicy,Spicy Snacks,5,Often,Eat
P2152,Menstrual,Spicy,Spicy Snacks,6,Always,Go Out
P2153,Menstrual,Salty,Nuts,1,Rare,Go Out
P2154,Menstrual,Sweet,Cookies,2,Often,Watch Movie
P2155,Ovulation,Spicy,Spicy Snacks,7,Often,Go Out
P2156,Ovulation,Fatty,Cheese,6,Often,Eat
P2157,Ovulation,Spicy,Spicy Snacks,6,Often,Go Out
P2158,Ovulation,Sweet,Cake,6,Sometimes,Go Out
P2159,Ovulation,Sweet,Chocolate,7,Always,Eat
P2160,Ovulation,None,None,10,Rare,Eat
P2161,Luteal,Spicy,Pizza,9,Always,Go Out
P2162,Luteal,Sweet,Cake,9,Often,Go Out
P2163,Ovulation,Spicy,Spicy Snacks,2,Often,Eat
P2164,Follicular,Fatty,Fries,2,Rare,Go Out
P2165,Follicular,Spicy,Pizza,5,Often,Watch Movie
P2166,Ovulation,Fatty,Fries,10,Sometimes,Rest
P2167,Ovulation,Salty,Popcorn,7,Always,Rest
P2168,Menstrual,Spicy,Tacos,3,Often,Watch Movie
P2169,Ovulation,Salty,Nuts,3,Often,Go Out
P2170,Luteal,Sweet,Cookies,4,Always,Eat
P2171,Menstrual,Sweet,Chocolate,3,Sometimes,Go Out
P2172,Ovulation,Sweet,Ice Cream,3,Often,Go Out
P2173,Ovulation,Spicy,Pizza,8,Sometimes,Watch Movie
P2174,Ovulation,Sweet,Cake,7,Often,Go Out
P2175,Follicular,Spicy,Spicy Snacks,7,Rare,Watch Movie
P2176,Luteal,Sweet,Ice Cream,10,Rare,Go Out
P2177,Follicular,Salty,Chips,2,Rare,Go Out
P2178,Luteal,None,None,9,Often,Rest
P2179,Menstrual,Sweet,Chocolate,6,Always,Go Out
P2180,Menstrual,Salty,Popcorn,3,Rare,Rest
P2181,Ovulation,Sweet,Ice Cream,9,Often,Eat
P2182,Ovulation,Salty,Popcorn,9,Often,Eat
P2183,Ovulation,None,None,6,Often,Go Out
P2184,Follicular,Fatty,Fries,10,Often,Go Out
P2185,Ovulation,None,None,6,Sometimes,Watch Movie
